,Unnamed: 0,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
603,5400,25,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1183.84415316,54302.4204322,2138.99822856,202739.556529,0.0682333303052,0.000386584274443,-8.05187116345,6355.94904509,21.6147259744,28.1653421642,-221.180078907,877.490973789,173.363687644,384.203297931,-37.4620957164,81.0926376888,24.3637912302,36.6028299925,-8.69986671383,46.492153677
604,17112,13,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3048.22739654,116310.891777,5736.17823401,296596.913151,0.203566724201,0.00137711408011,3.49027550353,1707.88165861,20.4043356775,20.6446524018,-84.9340957818,957.145399055,64.6136181565,233.199991405,-36.3209388921,120.298225443,65.4237887583,148.765552572,-13.8612383405,67.2836126994
605,12936,39,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1152.08657845,515578.672354,2314.66910429,3926437.04038,0.0353632963905,0.00094746860516,-15.1954315804,8486.71809774,36.6420629102,25.6962483432,-301.604478872,5073.0821978,111.533204927,596.122730676,21.9101881982,302.739698646,16.1541414864,242.736111393,8.17679268997,284.693423994
606,17928,47,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2907.59325476,153908.34278,5405.07602426,624615.502144,0.177924009811,0.00174851277551,8.80180760836,1059.68442786,18.5325199992,20.6956167573,-1.92967094288,476.469437006,72.7356046072,304.901527601,-32.772140205,243.350587062,63.5792571082,111.490803507,-18.5504684019,69.6714498292
607,16584,91,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2957.66129505,1908761.14881,6064.02542469,4534714.62631,0.151101093144,0.0170046000318,-13.3689410619,7708.81265083,17.1434260022,17.65750147,-299.42617063,3579.9969717,60.8189684065,2492.97547095,32.0941511152,174.007242838,25.7037770673,149.484191216,7.48600780491,95.3224203657
608,3720,55,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1735.7437645,526207.563219,3552.95347702,1916031.21164,0.0725657854893,0.00300827424104,2.84727932662,3427.12226191,23.9271984094,40.2666281995,-161.519026634,2862.77414906,104.00366388,753.700429541,-10.9706459354,394.337355027,43.7366301819,225.58347622,14.0052474662,190.847288855
609,19584,16,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3492.85410424,910870.4641,7504.09594159,2378272.59391,0.153551205184,0.00737280061086,1.09248115203,1685.22010999,20.5980218297,36.6828694627,-96.965494341,6514.94832702,51.7157535257,613.973787978,18.7389410916,428.380142632,20.4580337005,295.595093337,5.61579031909,156.997886404
610,13344,56,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1811.03481956,346851.641561,3927.18886265,1517414.11564,0.0753236282703,0.00169061060358,3.16109286682,3341.94581241,24.9689068443,34.514678013,-145.433487715,4620.17453025,102.824209127,532.115427233,-12.5081513484,356.247028494,56.9851855559,279.594930856,2.27847478324,262.047112308
611,480,20,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1638.97187205,575210.110495,3599.19144032,3314232.98257,0.056812469719,0.00229747687572,2.04121777663,4386.49602396,20.1353570588,22.6371200763,-177.643339031,6045.19199013,113.55736823,828.445413595,2.3294947508,498.249059168,35.8184803265,337.736270362,1.59204686479,262.930554118
612,8304,46,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2426.85214871,442336.62659,5030.21467342,2731676.39377,0.117986161579,0.00167263584723,0.974077289652,1566.15505393,26.9726270339,25.1127542834,-83.1843408015,2535.19644426,91.5774025064,711.413433074,-13.710444006,437.127134757,16.1663659364,84.8776060362,10.3518526732,81.7545269489
613,14688,12,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1651.42475032,119874.847007,3661.16199582,1200755.38794,0.0636499212694,0.000470208270097,-8.08506615476,6559.87461462,17.7222889027,20.7749618463,-253.3134854,2348.17682636,122.624571631,359.890986115,-5.59120367508,520.206612846,40.5823289101,97.773875881,-5.84868323022,66.0715864551
614,6840,85,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1525.11904793,211667.277418,2732.3798601,966840.755544,0.0914936864099,0.000849537079627,-14.3587129873,6996.26325563,17.9333471783,21.8874393631,-246.328972268,5838.27657157,149.490949328,1480.21787706,-41.9499218838,240.628295011,11.6198660024,97.4464226668,-10.2821940215,61.233940826
615,4968,7,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1358.86475891,130434.795325,2667.96386719,516620.032982,0.0731040304021,0.00115192615243,-11.3368014884,8565.29708482,18.6254908617,21.8790156062,-287.015665255,7845.33140709,135.896746637,531.662945339,-24.4148422514,524.94783867,36.627181762,143.343855984,-6.23200038883,155.3545598
616,11376,74,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1533.25561681,453772.076001,3116.06314726,1953251.78323,0.0710547632025,0.00182951512743,-6.08329884287,5930.87718739,28.5236338251,26.0676852633,-207.304079639,11812.4350487,130.97234097,836.782829337,-18.4539263906,502.479072228,33.3020438995,370.81707994,-3.8845253991,446.608708712
617,15552,48,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1747.56694818,132351.4003,3682.95393123,777996.682498,0.0792313923207,0.00065436507366,-6.95345575246,4736.95558813,20.8388866317,23.1184050231,-204.866604212,1648.36705096,117.46135268,329.027024758,-20.9402346323,139.190598457,41.9668038871,81.0100610593,-10.3429495793,89.9433423229
618,4560,90,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2273.83686407,222676.081311,4967.55138309,950685.528471,0.104590222263,0.00229474352297,4.15530375205,2142.24048468,21.5688236343,18.8444329403,-109.522840225,947.245257834,97.345968401,248.238923781,-20.6046812398,224.368013793,37.3510511636,129.148382747,-3.1313501167,122.926604505
619,24,1,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1638.62847352,409984.117321,3574.82887445,2713411.96924,0.0638842205669,0.00135724338085,-3.56040768022,4599.76596992,29.5442039896,37.2372056593,-190.904911066,2955.11974002,127.405558783,781.517823621,-3.70020993907,428.588165697,26.7211703934,129.939414958,-12.7576179006,124.226581009
620,16440,85,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2861.27319078,319582.967518,5607.34624818,1296350.51426,0.147528312742,0.00229012678552,-4.12699802379,2004.67533493,20.264628648,23.2290916054,-131.960836395,2067.76140201,61.5667886623,514.979677894,-12.616949355,234.46832636,35.1050217556,141.625132572,-2.09501902554,82.9512354659
621,7776,24,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2320.83940206,118734.933472,4468.21476426,482786.622688,0.14339003452,0.00201778417668,0.66440887662,1740.59137818,18.7592437195,14.3577460079,-52.4550423311,1095.49129269,99.6851231029,378.41217205,-47.3734422758,433.36599421,47.0330493065,186.662317441,-21.0108940598,147.234809965
622,7320,5,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1542.22268373,113022.595627,2870.84336392,640408.584927,0.0769538820252,0.00031963784508,4.51065136635,2800.22012084,26.6480557369,26.7686253937,-62.39416511,1575.12157497,153.762657229,977.230788874,-55.0899256321,223.319024745,28.0361740333,143.072581219,-6.86293049526,157.209212872
623,22248,27,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2911.29844623,1492028.51412,6353.20465798,4503740.55957,0.101320251938,0.00551984300551,3.69857938743,3165.43747436,26.0513080476,27.4283480874,-155.840622479,6623.58546496,60.4473023883,1228.71049726,23.2109937381,1424.74267493,31.2622340911,319.786797557,25.114723399,262.853881655
624,7656,19,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2321.27198821,163812.784666,4702.80148528,779872.216373,0.128188968629,0.0018860660338,-0.653212682128,2134.51096624,20.8562940089,16.0510384754,-84.2335886276,2009.33068347,102.331020014,286.093528746,-41.3218650166,251.236212134,47.0172508408,198.449387815,-16.9542493343,63.7399656439
625,7944,31,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2638.93727092,608154.881992,5301.49130178,2604654.40117,0.13248887173,0.00315279153224,-2.08603608029,1750.7762765,18.2669478491,17.8533318641,-89.207039492,4754.16179763,81.3691748239,893.927688889,-12.5963223073,625.124736545,22.8214946877,192.572360826,-7.03772090522,151.837567862
626,14040,85,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1313.51531704,407362.408189,2641.08074809,2069606.80887,0.0594442678052,0.00167349383619,1.75780201546,4671.8558236,21.7039810611,29.4435422863,-179.910132768,4523.19108482,131.369996053,1280.03702068,0.491408065506,582.207770489,43.1738326677,261.430119687,14.1172893456,191.680741765
627,360,15,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1924.8072254,663824.048876,4496.26635174,3863531.85802,0.0682798873547,0.0018575649509,2.33364523177,3654.50045599,18.8133022127,14.5260866438,-157.551794187,3851.56953554,109.809731539,845.438310242,8.47704085083,521.071265351,41.7912414162,275.97838674,5.09658742947,201.583337971
628,3024,26,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3458.85043128,1050367.93822,7020.97599473,1750290.31168,0.173541969477,0.0117896621447,2.76194864876,1777.83680609,18.7124795526,30.5101237597,-103.11593234,4754.45681206,30.5803757707,1145.64944266,20.8081360699,874.545273443,45.8409006729,351.3086492,9.79797423218,281.178203864
629,4512,88,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2694.80293335,275529.254435,5599.80962709,694696.176772,0.149812257752,0.00314374821868,2.659883802,1890.52472968,21.3412720971,22.3758994571,-89.8163396048,2006.62245763,79.7570191149,361.679940631,-25.7488859811,425.629097435,47.7164996794,227.685028143,-10.0308028342,191.278253847
630,15384,41,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1618.53184191,159909.472696,3104.31169377,442474.902043,0.100670345809,0.0021517669416,-4.0404296735,6205.06994418,15.401035502,14.6912888599,-216.406921281,7684.11271195,134.907695714,384.044873954,-35.4780574988,868.949587024,61.6115165272,153.339906854,-14.5260444271,218.466046932
631,17376,24,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2410.70506848,211510.862568,4950.12451172,769806.682884,0.128298358769,0.00179693580455,11.7442393264,1303.32474031,18.6262942091,24.3848388288,-16.7254047167,290.886018338,94.1234290079,286.658841484,-32.7796829429,205.967850915,61.5318536098,189.797684883,-10.1212470315,53.8163995
632,15120,30,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1685.8830121,257625.504233,3350.60813726,897292.538431,0.0846494216328,0.00284399061032,-15.288610675,9334.70118549,23.9624105655,34.5973686371,-318.74554602,2509.75411639,115.752561034,844.932574795,-23.0256767145,545.201386786,52.617992778,163.812075882,-12.7988522219,144.329492135
633,13512,63,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2838.10776316,288406.758333,5709.8376181,475797.266426,0.153993307897,0.00301153740998,-4.96753911705,2419.27748517,22.972706248,21.1678953381,-129.023794572,2038.43344369,72.1576952695,424.413353829,-7.74006992953,596.495699715,49.262977361,142.335023019,-32.7100254407,108.18869363
634,8064,36,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2840.0888332,401541.70613,5883.05471021,1703245.27606,0.145930232558,0.00236553379366,9.55665301731,593.575561015,19.6353294812,17.4751390336,-0.445906305346,946.55895166,72.7029907121,477.478705047,-13.237691958,260.657535252,23.9499689874,94.5547655502,10.4101951371,93.3574508981
635,20304,46,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2836.90724696,1173323.76724,6483.33865144,6060145.55259,0.122020348837,0.00722336778216,4.68259820445,1666.7015762,23.2969169909,36.646971088,-72.287290708,5425.7051272,81.37900599,1087.34511544,16.7957595186,1011.37035287,8.66297767564,405.155614183,14.1263573292,247.686394678
636,15696,54,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1668.35972231,255171.508994,3457.61480287,2024507.68594,0.0648358012355,0.000618272725582,2.26703081907,2398.23339699,21.2068513408,17.5299648005,-111.473723843,1702.10283762,121.882469348,747.756116253,-3.19311395223,259.268633401,20.8958467523,138.903650089,2.49441134145,87.5604210056
637,3096,29,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3129.51942838,936339.640574,6393.33320085,2278971.52877,0.115576171875,0.00610141438107,4.90580081763,1130.42191363,20.5128049684,28.9881824661,-72.6147686932,2670.41916998,57.0960836136,1070.35403128,5.94047177459,564.286342774,25.8936743068,243.585292183,6.68281973819,122.9502545
638,16608,92,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2210.83139432,1153564.15083,5016.2681686,5394019.5421,0.0749519289002,0.00617146131547,-8.99467521733,7735.47467725,19.6326343711,20.9453916247,-294.380246067,2520.03814822,84.6774600255,1523.24219018,39.0679395872,133.065986296,28.7465165956,119.323621057,14.146704448,119.559293333
639,22656,44,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2330.43153222,494697.672951,4646.84854197,3061498.64788,0.109519970325,0.00163677668157,0.64284140922,1667.26443243,25.558786162,33.2673244049,-71.0632173518,4054.61657296,97.742466903,965.366881857,-18.3055901241,419.799792036,8.54197213377,269.753884664,5.19844665443,214.339137018
640,4776,99,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1963.01535648,677100.202804,3799.03291924,2178763.88999,0.10162079094,0.00436871358877,-3.34558425446,3135.33688203,17.7444348972,34.7401639049,-138.496551655,3670.28273934,100.279403451,1567.56961161,-31.4440125804,1050.6064824,32.4526674076,560.30286562,-2.81128257107,318.082414491
641,23904,96,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2481.41483416,370638.260839,4956.08370049,824486.459854,0.134301190044,0.00338812168684,1.12506156976,2958.62951936,23.5202283303,21.1365110211,-133.912345451,2785.98000634,93.4664835696,591.880167037,-24.1843140123,391.28831205,61.4607585929,164.700589743,-22.8383911968,123.529104624
642,13728,72,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2596.59689038,292353.62201,5661.29610283,548708.39455,0.129328670058,0.00279988919676,-4.76890859783,2275.5745231,22.9525057993,22.5620505924,-118.607744496,756.734398484,87.5769796189,306.313513556,6.56900754855,248.578517299,45.0891482855,87.2832932859,-38.9313888291,78.3257424924
643,10632,43,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2530.94517852,393116.039273,5071.97907204,1825214.75088,0.134214889172,0.00222493768576,0.561199148136,1771.28667572,19.5501983089,10.7736140453,-101.20623969,2680.27263773,85.4108678985,607.070100382,-19.6901800066,315.040703912,20.6127987552,161.917645076,9.96315066682,169.855493597
644,23688,87,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2138.18559039,333443.257216,4523.45828034,1607466.64454,0.100232028222,0.00250551299646,1.731161686,2324.55642404,25.9015698879,27.1916866644,-100.433086905,1472.50444915,110.071549671,522.11859759,-26.6513927824,249.168938261,36.8037246572,179.256535363,-10.4193561751,111.796086172
645,19416,9,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3280.27979253,525534.302574,6953.03790425,1442763.01074,0.172753149225,0.00430680607583,5.76878472647,792.393855038,21.4962240411,23.0713248897,-35.3464412434,2824.16976044,61.2177078586,351.336105112,14.0923643509,433.98581994,28.6861223373,257.156749486,4.32554881152,157.973746542
646,22824,51,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2652.19694534,206155.007037,5374.24515125,706490.947347,0.157812121487,0.00176681951021,2.15612860965,1764.14935349,18.2794624518,15.2850752677,-77.0824572935,1655.17073745,89.3246884376,318.697882245,-34.2099736448,288.741874463,38.6879564566,146.860725106,-22.2869540939,113.014718023
647,1536,64,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3092.04751039,1056793.62081,6967.64375908,3420752.30309,0.100867929385,0.0076234186801,6.71530913922,1170.01735072,28.0102877462,28.7869448324,-70.181498585,3143.44394985,54.4030524797,819.062017492,15.5817511839,750.368095224,19.8379704847,273.388271156,26.9850231868,203.053137849
648,17640,35,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2836.70679618,241589.858073,5614.66586801,724340.598952,0.162659353803,0.00319727786823,11.6602387346,1179.34889617,19.403709468,22.7682104554,13.4519303127,1898.787552,78.0290978144,346.487186604,-32.9888680196,405.250279294,55.5589871701,116.546035417,-9.93072867684,57.8334484964
649,18216,59,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2442.81894523,87661.6424635,4729.53437273,370914.412331,0.149808472626,0.00108886769067,6.69855796343,1449.50307962,20.6136968625,11.262503927,-15.5980229187,358.040904772,99.1212110355,164.061951503,-45.5933299062,135.202116386,55.0356445245,70.481772573,-18.0088042372,30.1254108272
650,11952,98,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1425.42348012,268677.225965,2980.07011946,1200334.32132,0.0617660640746,0.000961032484409,0.229006262856,3401.94420358,25.2884245479,25.4565639212,-139.662612995,2065.6558295,128.813296774,593.109328119,-20.2537400917,368.996336093,49.4287995026,210.730076644,-2.13607729904,179.305386021
651,15072,28,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1852.54602548,111060.18598,4026.03294195,1016924.78151,0.0748667635659,0.000569390132517,-9.7552942392,5519.16520689,23.3668746214,23.1565700058,-233.73940212,2078.37604314,108.500024934,258.547247756,-10.7606700913,456.203034392,38.6863597017,149.013889129,-10.7746898601,56.7353828729
652,9696,4,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2966.39511852,193242.119384,6351.65226426,1176816.74443,0.124163487161,0.00127021543295,9.53187266971,454.021618864,22.3357751986,17.4652292954,-20.7615045093,380.915227133,62.9345604518,156.625136433,2.31930701788,161.804461075,30.7264024836,92.4051184312,6.9791511177,62.2634704664
653,2640,10,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2285.66782607,240857.257206,4665.86119186,655127.044359,0.125539758963,0.00240229666917,4.56121600851,1677.27669648,19.8251388712,20.5152589225,-67.4221883693,1311.33941695,94.7724948126,455.983869058,-38.8481375154,285.492920407,37.631981503,195.156395868,-12.2531101984,155.414915084
654,22176,24,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2625.37119239,343298.623694,5607.42971021,2112797.4445,0.120289410732,0.00151214867886,-0.276054037951,1240.36538727,29.7602802812,38.805643579,-69.5263656943,2324.63546673,83.0476528308,441.650198644,-16.5924992005,306.346971973,0.126471128564,190.104950579,7.40683613257,104.834370944
655,9576,99,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1608.55969904,422526.401581,3244.6530932,1755532.30667,0.0761612766473,0.00216927812862,-4.14213068602,6581.02610394,29.6704309973,17.4615984903,-235.219111821,7728.9528564,123.953572837,797.67765017,-22.5349415907,519.969139098,52.8838719535,227.395650765,-1.42941179825,182.666023066
656,23208,67,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2542.16344146,259267.073694,5183.11710801,895113.423718,0.143348019622,0.00280952729039,-1.2770275857,2118.44522007,19.8216404338,21.2691837862,-103.673943191,1860.33077956,92.4559609796,398.83939684,-27.248070447,285.29234371,39.2156711152,188.059981399,-23.0636774939,86.9298552603
657,1080,45,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4284.83713755,983502.161871,7928.08304188,1832061.11561,0.224088920179,0.00853343331522,0.168778462299,2049.97294635,19.6811663905,25.7729028212,-120.22752791,6129.61301712,16.3470717234,874.281829914,25.0951221497,1044.17862543,37.2626091228,455.284013286,9.26554249896,225.409409778
658,5232,18,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1157.86966372,188122.258527,2182.11471203,930814.889634,0.0706103894138,0.000825617455511,-17.1250637979,14702.6712164,18.8012799907,17.071613337,-405.753718176,4829.26600658,145.690025187,1870.67413123,-0.80452438361,454.574212783,23.0830831501,202.983820821,9.24775107024,89.1825095816
659,13416,59,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2236.55445375,239412.370963,4390.93727289,724511.70476,0.142332470325,0.00421803616509,5.78698953765,2039.35045465,20.5524917444,31.6927292646,-86.2516213189,2578.43112555,91.9142616114,321.083581721,-23.4080942312,239.398261515,68.2444380219,143.446955148,-3.90280072067,228.429659556
660,11088,62,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2167.85798849,283508.318913,4796.37076444,1090738.70829,0.102424751696,0.00154615840232,2.94434868076,2169.3647982,22.2011772777,20.4190589659,-93.9425200897,1593.30947961,109.138378263,369.662631557,-11.8523771538,202.21167995,41.5563375377,206.594110097,-19.4627385391,113.220919035
661,23880,95,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2487.51898913,575122.214593,5010.72628997,2021161.70551,0.118006979772,0.00445386596285,-1.08687890021,3507.3918727,23.2450884763,14.925353358,-159.919484884,5288.88078317,82.0416338356,838.831645893,-16.6657513184,651.01864219,52.5995257935,253.317619971,-4.38816831429,239.883882343
662,15912,63,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2474.53860113,144091.99172,5542.61309956,877538.868091,0.0980162154797,0.00094535589476,5.74290409259,921.697477505,19.0679527883,15.6766382407,-51.397548245,1017.73102222,85.2258059155,222.936748782,3.65077126964,243.823781147,22.8739788585,63.7425078195,-1.51556817257,57.48653144
663,16368,82,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3908.65766702,1215343.00504,8039.58831077,2545790.06668,0.207125499637,0.0110926866415,-3.55002349328,2611.64768233,17.8267487874,14.4781351694,-157.910730077,4317.21933958,49.5362286801,660.487827421,21.5553084795,337.293694771,16.5154752757,95.5128606261,11.4191687672,73.0430585944
664,3048,27,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2637.58750425,1088395.53053,5628.51221839,3280494.23524,0.102796072553,0.00743652048109,-0.107026312198,2024.66050984,22.0834338555,28.4719277104,-109.26342264,4264.67527268,76.8918047956,1353.40028387,2.60401985584,666.306411133,19.0582679253,309.741027619,0.539210886386,306.366276572
665,18720,80,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2849.06313394,310161.71422,5931.9718046,633521.787341,0.144119806807,0.00286636150254,6.37067087238,1590.86506924,24.1619899564,19.9287753125,-73.5509410914,2185.19193804,74.602152392,349.394588223,-16.431281068,236.712810401,55.6763597253,126.38681821,-7.74614105835,89.2295208059
666,1848,77,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1778.91694476,330509.385328,3822.4940952,1444805.87949,0.0609488553779,0.00131897366367,3.62461825106,3210.64456407,20.2780907985,23.239818779,-151.702967359,2675.01666536,105.09402925,751.653532457,-6.16565206861,498.120102237,47.9347044103,197.265844217,11.3373360508,231.464024745
667,9744,6,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2800.30971507,421953.912786,6003.55718568,1992128.10615,0.128494428295,0.00281114954708,8.52563396027,621.534691518,21.8541664352,19.8056875915,-23.1133023914,591.933189425,71.3438231434,429.926045455,1.37577459981,273.333947549,24.4551004052,136.863971868,16.3485225268,155.954611686
668,18888,87,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3338.86210353,172334.998669,6670.54397938,356478.448415,0.186803915334,0.00186875981985,12.5085261281,815.092685118,20.0917860602,25.386336004,22.789670288,745.254746592,60.7732157448,262.238270519,-6.39916421812,265.317008759,53.2103178251,234.896159929,-13.2063039565,161.123753737
669,23304,71,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2809.02352639,359180.507312,6001.74605968,725595.018641,0.155833636143,0.00468292347507,1.13039264374,1957.15903447,20.8269717554,33.2958540463,-105.494773979,1589.60168695,79.2432894169,316.986419305,-15.1732916066,364.782411718,40.8436753125,136.036738391,-12.2651576708,130.790855407
670,15240,35,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",844.08323064,51478.5672938,1609.24804688,429327.879125,0.0377180232558,0.000132667114439,-5.32373573989,8389.5711237,16.8914053589,16.1046409964,-261.773696948,2607.22881324,182.567034531,460.068015697,-16.9047683181,653.149047956,49.9027388623,227.974105181,-1.1805541515,91.2428443644
671,12888,37,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1188.61036012,370206.335128,2341.12656704,2998769.40463,0.0481672420058,0.00127533957188,-14.2611763737,9901.55204491,32.7262106178,28.4996754811,-328.760735539,7463.18938897,102.630054974,630.179437487,19.9057915841,704.345607718,26.7680222458,171.634256198,7.19082919918,253.210739204
672,13968,82,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2142.39776759,127425.94079,4631.12429597,970677.807005,0.105112191134,0.00064548524238,5.8261755478,1535.89991993,20.8801610543,29.1010989356,-29.3202827442,1409.87127779,108.61386008,253.937187744,-25.5474462047,268.297085225,38.5115934031,150.994773229,-18.3070686044,204.397129748
673,23064,61,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2552.00196144,481022.538538,5589.41860465,1933534.20605,0.115902071221,0.00254565206287,1.67454476974,2116.81750112,16.838034038,15.8311687593,-91.6683309543,5386.08520977,87.5427891176,519.415882818,-2.05673206011,612.328998912,34.2683321896,247.666627085,-18.1956665257,227.256572321
674,3168,32,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2145.74961127,950690.303032,4529.62612418,4008101.7925,0.0787219143653,0.00438438998601,4.2023173112,3065.29381456,18.280658528,24.7825028207,-148.075088947,4680.43577447,90.5619375851,1365.13648951,-0.2812037321,612.984325599,28.8522227688,377.294914285,19.3082870892,255.202776011
675,5544,31,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",822.248279881,68193.9243593,1432.92616733,387970.827268,0.0394777283188,0.000280812013021,-15.1217160592,13490.019,15.7494488587,18.3969954771,-374.034028984,5796.05440047,172.432031839,542.736583202,6.47253136373,651.2697175,20.1426968351,146.387510008,5.86110094874,270.839679744
676,5664,36,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1280.67213461,301916.162597,2436.99939816,1539348.02527,0.0594033884448,0.0011603836384,-24.651167894,14743.4613804,16.1913705538,25.4070066158,-419.085324636,3953.04369873,127.536096437,1451.56942812,-3.78767267878,311.085921351,23.1803521811,160.673515772,-4.39881252057,248.471822596
677,16392,83,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3395.2245855,568203.691896,7237.8687659,1542849.37559,0.149724821342,0.00372003963522,-1.40368915998,1824.59674683,23.1969907975,24.6072041756,-126.101332237,1966.06436819,56.5511119071,483.49869661,23.5453230528,454.293194214,23.7050613697,94.4664538492,-0.316571953624,64.6350802202
