,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
36800,00020,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2119.6949698,512942.027187,4355.43252634,1965221.44405,0.103353621609,0.00221535808299,1.35260326819,2293.84045022,26.1768645799,28.8661604258,-103.548722894,2893.74024784,105.709350697,1414.78603772,-14.353968138,439.876461077,36.7530846614,233.092770321,-10.3933194518,198.540482755,16.8316398579,87.0289399683,-6.8383980734,76.5083245744,8.16992216622,74.0419001772,-4.45679575638,66.7608408673,1.00565918975,78.983339023,-10.001181817,77.9699236212,0.409632871864,63.594878214,-1.70306082719,56.3524607088
36840,00021,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3248.20028372,684888.184656,7421.56034248,2760206.56284,0.124057882146,0.00203037642335,1.62412587553,1870.08664947,19.6783023148,19.4149034654,-115.251650767,2529.21313174,70.4251404551,483.069015899,31.27109003,820.813198157,11.2019065196,250.707540676,13.0513283399,125.957934038,3.84276813484,114.406220394,1.80457427376,51.6453341136,4.95437459326,77.5798212319,-1.03840523578,78.3331584582,3.92252692216,53.4726769316,-1.31173921005,81.931267574,-0.685117506995,58.8614000905,-1.07316016677,40.7071772652
36880,00022,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3708.31331629,802668.788261,7809.12461392,1699601.11483,0.172907203852,0.00834749063759,3.19469204702,948.643572126,27.5671390616,45.2406506496,-71.872286732,2089.71190101,46.8702134089,456.861182853,21.0742231516,224.425094453,29.9245044013,184.829379682,9.48505026399,139.734926194,2.40885823105,93.8949328333,8.23156092024,77.6156205926,2.53982122977,64.7179873591,-2.15928828325,40.6538826054,0.460609458686,62.4046162863,-0.228298170594,53.0725864061,-1.57058339418,48.8268578852,-3.63338787435,35.681753657
36920,00023,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3168.15343103,702077.667955,6731.02056459,1987736.09408,0.150959150921,0.00660371506116,3.05409137935,799.36781173,26.9101030621,29.4958286324,-32.1887237791,2753.74441228,60.0151254207,770.844259535,3.39005132377,406.017507339,18.9804221432,379.97069709,4.3161374026,287.366902447,0.649418352598,182.348458583,-2.02401415998,166.520884451,1.35860074657,106.45973035,-4.63990665245,88.702313149,3.79365755013,71.8639368566,-6.7235439209,57.0517011528,-4.87919410688,38.7099822379,-2.34484238874,58.3351897698
36960,00024,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2625.37119239,343298.623694,5607.42971021,2112797.4445,0.120289410732,0.00151214867886,-0.276054037951,1240.36538727,29.7602802812,38.805643579,-69.5263656943,2324.63546673,83.0476528308,441.650198644,-16.5924992005,306.346971973,0.126471128564,190.104950579,7.40683613257,104.834370944,0.76743032221,100.885935577,1.34840309673,75.013786877,4.70706626265,59.6926986791,-1.42058934039,74.4048700367,3.3604751952,66.1001324632,-2.85943508386,61.3293259124,-8.2003650463,65.3753177405,-5.75378309662,47.9474142515
37000,00025,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2408.46634802,593237.501627,5076.04367278,3103139.76091,0.099486358406,0.00250333207895,-4.74739663809,2360.67926954,25.2331360921,34.6426949609,-124.203967121,4683.69656164,90.247834715,893.336471341,-11.3094287917,273.121481601,10.9633638939,245.362895794,-1.1535278251,112.798610437,-3.73945162177,183.989573618,-0.854748314742,121.261885992,-3.85309726049,118.503015647,-3.70958846802,103.617173809,-0.269050721369,86.0886727606,-5.82710320306,73.8000620743,-3.40417587391,64.2136539509,-4.60321570311,91.1782186281
37040,00026,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3042.11510872,787573.209973,6610.51808912,2413045.29177,0.131407839753,0.00553189089175,4.18657420241,1103.43022739,28.6559615179,31.0246973956,-68.1305047185,2680.2704706,66.3755575971,546.074524879,11.8783535605,324.32220101,22.0082919607,342.398581456,9.79465138016,165.902253501,6.7200265879,120.718068274,1.64702006943,131.954718584,3.83882374019,68.0788505919,0.971664337519,72.6021927944,4.78725482798,78.212168635,-4.19253422891,61.7823435987,-0.0464334052549,52.2247154107,-1.22670707762,53.4781493356
37080,00027,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2911.29844623,1492028.51412,6353.20465798,4503740.55957,0.101320251938,0.00551984300551,3.69857938743,3165.43747436,26.0513080476,27.4283480874,-155.840622479,6623.58546496,60.4473023883,1228.71049726,23.2109937381,1424.74267493,31.2622340911,319.786797557,25.114723399,262.853881655,16.9222308288,152.762859482,9.39097162077,116.482060733,8.4404553195,120.923133464,5.33783215847,95.4797370651,6.58149023798,62.1815164076,5.76188066798,87.4465878456,3.91080293124,56.5612695663,7.54123713395,67.035324406
37120,00028,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3709.5433873,1014711.16587,7723.16707168,1549905.06536,0.197569192103,0.0133045738783,6.5680264293,512.361353631,26.5125064089,38.6022059637,-20.4398059631,1686.45396522,53.7460583284,430.7274666,5.89082780829,362.084812408,10.1884152677,205.195996544,17.043488112,125.932850682,9.56149618055,60.1323102332,4.58734387511,74.1454427257,6.3949126222,49.3079611249,-0.328065529514,53.4974519708,1.7227855021,64.3552652318,3.69748152209,80.7317956922,-0.780649986625,40.4555161739,-5.89994415834,47.5462068315
37160,00029,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3075.07040798,385392.800731,6850.88038245,2000426.17071,0.138467478198,0.00250516528371,1.84872620944,916.036237874,28.1238449448,30.782573243,-59.0706457535,1843.32693741,68.8825969145,338.537087795,-8.42927719158,225.620003627,3.52643723499,182.965458754,5.09724040276,131.455529153,3.32240988621,110.578810616,13.54715888,94.480760089,-1.38356982269,87.0010527218,1.67489635752,85.0306913857,3.73290777703,74.8773218328,-3.74355659261,84.8678614484,-0.29650701522,55.2884002368,-2.82665035469,59.9385988608
37200,00030,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3169.51043103,671123.540604,6938.52385765,1696586.94667,0.151001165819,0.00593503244622,5.75460739249,730.960451897,26.6012694432,41.9177135582,-40.6200698785,2003.21332905,63.9178718142,436.785727687,4.92445152455,218.475911856,16.3185365528,247.797827215,12.0825180062,199.925722954,9.35114110955,92.7296523115,4.55053328665,91.0010406986,5.18579421128,63.9190127776,-0.589868409312,58.7122024358,-0.04319048295,68.3051950488,2.97223853664,51.3762626535,-1.483411018,40.8131461605,-1.75664915081,38.4019199358
37240,00031,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3257.17310561,389364.647327,6679.34922329,1592093.48625,0.173852728319,0.00279161167234,0.0615063736483,944.818935111,19.766194867,28.2017606508,-66.5157703501,2423.864658,58.2851892838,335.567799514,-8.21911600071,258.365699661,15.5371525734,234.15863346,5.60656919992,141.383618794,7.7110776965,120.583632262,4.07226782085,85.7077363511,-3.56751271927,92.9939731366,-1.30084474582,70.2621853909,1.61799530356,50.6881474633,-5.48128802853,51.0506241293,-3.72502717645,65.4616131696,-3.22110999978,43.3281904717
37280,00032,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2448.61272916,490282.19744,4962.86916334,2646152.11398,0.123251650315,0.0027597412796,-2.9192423294,2455.55117774,27.7392592185,41.5572647309,-122.955561292,5840.40539896,86.8905418223,955.116835272,-22.4690701137,521.207918303,6.90694951309,309.23995832,8.4410126611,169.914050824,12.6273938882,142.863016017,-0.852819570883,132.253163318,-0.825528533116,123.83481242,-3.25824230708,92.9938622281,2.62820742573,72.685807885,-0.81466291594,61.4991854322,-0.452231620624,63.0128960436,-3.81613923956,62.2574219267
37320,00033,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2450.71461677,408557.591812,5025.6326081,1802505.78206,0.12442428234,0.00166727805967,7.39752762305,1261.69255496,26.1280969464,22.1618037265,-57.7237391058,2177.19592462,86.5295965475,775.324694882,-11.7465960415,450.414691289,38.785607055,222.746523384,2.37856534315,121.172883373,8.8266258386,80.2860866118,-1.32064060543,58.3224101456,9.92837469482,62.7065927388,-1.66628527971,51.2385805601,9.81976093118,55.3107486582,3.03932351486,85.743296692,7.57186016335,83.8326047246,1.7454060436,74.7007828275
37360,00034,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3653.05815635,319196.085746,7834.99784248,557322.540903,0.180766260901,0.00321590133201,0.671852560559,838.142878427,27.6495949496,29.4269370757,-65.7409463034,1608.65507313,52.8582246056,193.736521796,16.6119726799,324.543088245,12.5279802381,226.233575171,5.57936314175,135.335518651,8.40935027406,153.141554917,-0.589881881885,73.3090530834,-0.623959243207,67.9300251321,-4.06295050957,71.1394797071,0.706162714301,80.3559158122,-7.79586619933,61.8461708424,-1.9011893817,48.686623403,-7.24417684742,71.5828488467
37400,00035,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3623.81847239,919336.143993,7701.98440907,1910384.91801,0.176428506541,0.00733201545446,3.05652607528,747.827048153,30.3518335927,39.3862864818,-51.8979404156,1863.86531087,55.6826565972,592.669586775,11.3876634764,303.46636466,7.46863873159,174.616988743,11.9883151631,123.435424843,6.26973015583,65.9548411045,4.38804166152,83.378281323,4.32147853516,46.8534910117,-5.94026927691,55.8632081514,0.584718998688,52.3863060524,3.63642458615,94.3511342148,-2.36353203935,47.8284017606,-5.79108719508,50.1843920718
37440,00036,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3348.85004353,293371.050001,7059.71072175,905748.485067,0.162076822917,0.0025000694679,7.1317299964,505.335446355,26.6610386345,28.60055757,-23.5976597869,1583.51103088,57.3397567026,292.420119985,7.0560117123,249.245715089,16.4906029097,141.246089353,5.47979462212,82.4988020113,11.8442022957,110.292697481,1.66601327441,55.852832742,5.45422877069,45.1226335547,2.75880873844,48.0471480853,7.35246287139,46.4667748231,1.9686459182,41.5804025843,1.25303042618,47.0861059624,-2.35340850165,45.2749556224
37480,00037,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3639.40845192,486525.967171,7774.37937182,1010815.5622,0.19017608406,0.00512928667281,6.55148245152,503.464835066,25.0149801403,36.3082716966,-26.628385609,1776.29891186,52.0045677892,306.705078187,4.1778550749,193.421563541,12.8287716736,177.174400004,16.7448466642,118.875140883,10.1346160118,68.5041053731,4.45159772253,67.4464491396,6.32612532381,46.8654675651,1.1299127768,34.4901649777,0.62247299097,64.7859365696,4.58285171143,89.949639831,2.15580056523,32.2880699991,-3.36176082576,49.0925385785
37520,00038,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3355.5470829,560919.23095,7046.90764671,1759475.91099,0.168402146923,0.00563324453323,-0.804539621694,1019.41393091,26.0435913565,40.2316140206,-77.3032345627,1785.15300898,52.1024850992,471.269394542,-9.00677521121,485.933835342,12.8321183715,299.651131355,8.55860576106,166.569291559,2.89048585688,222.989452064,8.92576533534,154.910948108,4.02523243306,98.6665216574,-7.33104241567,90.4398163964,-2.27358981557,92.6569702738,0.953115255093,66.9753013469,-1.06331681239,74.7274414097,-3.7688643767,61.9751643105
37560,00039,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2329.80469573,337309.765675,4870.91070131,1959455.89349,0.101161276647,0.000798010824678,2.58889204548,1992.36466388,24.9750187871,27.8664915268,-107.246818272,2373.83925231,90.9259875587,700.687403503,-8.28252358117,576.938521528,34.2497188383,299.381704077,-1.91336008186,128.482614681,3.82601287527,150.717606068,10.5375095566,85.9862541032,5.55647994418,95.5331836178,6.95210568228,90.0391675493,4.78031607193,64.2736544732,0.672859310899,62.2429415943,-3.84795650264,49.5492909269,-2.55473480916,45.9587895912
37600,00040,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2603.4226571,405960.269724,5348.37192269,1530383.15092,0.126195721294,0.00241561622088,3.97758524785,1396.69573961,27.6538709003,30.9168353591,-78.4246466808,2614.47452111,80.1030031804,640.388448389,-9.20803104954,282.94554565,25.5263849264,278.374730748,-3.37905755283,174.036449816,16.8319973351,84.6766606076,7.27994003878,135.955635452,1.82010958629,98.8161122897,0.508613840821,98.2804086223,6.32207980973,64.3189379857,1.50687425219,66.6884994965,2.16871544378,60.3926561096,0.652625091675,61.3991296303
37640,00041,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1776.5476456,620750.368618,3875.05013399,4746647.13446,0.0537957243217,0.00133579407623,3.13293769475,2830.40457963,29.7870610196,25.7609963909,-122.12136416,4353.8936198,116.802812085,917.456834117,28.3769799069,403.21116196,24.7694421408,279.552445631,11.0305134377,187.500804461,-1.88048271834,136.483636724,-1.4220580895,125.267381874,-0.944805756878,65.3223125975,-3.50789236228,79.0294328932,-2.5919367056,63.1807470483,-1.08860312528,66.762370417,-4.1351411349,54.8354947559,-2.55927348621,43.0783033738
37680,00042,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2404.25833863,306380.967915,4902.85996548,1639403.82413,0.121712996609,0.00161513934707,2.70486854262,1401.76374439,22.823231581,30.3487493144,-62.221275594,3514.215951,92.0623604872,583.649181544,-19.6841362783,391.125721532,17.6736102929,115.875282748,-3.13355284552,73.4058367611,5.46658082676,89.7498220854,-3.9809325034,66.5081482536,8.91054416224,53.313342048,-2.44750264629,48.652604865,3.17136092106,36.9859705478,-0.516030543731,46.2870659588,-1.46494745421,39.8811097194,1.32721222923,56.4337126374
37720,00043,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2874.33198625,1279323.51838,6016.13491324,5903399.4618,0.134769410126,0.0052467667636,7.12325879394,1339.75491361,25.0354488029,26.1102234299,-62.8339949052,3777.52763116,77.904504843,1354.44115263,3.49660514144,726.17407263,26.0444667286,254.447347317,5.94404851496,191.515226558,11.3080585519,88.5253859054,11.08485093,96.1533460491,-1.9707922207,122.085840584,1.8384364457,69.4441977402,9.17514834017,85.1110057359,4.04848549594,60.4410534755,0.95653351558,49.3331315271,5.60601293998,67.2241953671
37760,00044,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2330.43153222,494697.672951,4646.84854197,3061498.64788,0.109519970325,0.00163677668157,0.64284140922,1667.26443243,25.558786162,33.2673244049,-71.0632173518,4054.61657296,97.742466903,965.366881857,-18.3055901241,419.799792036,8.54197213377,269.753884664,5.19844665443,214.339137018,-0.932032040394,149.622500554,0.496136798984,119.49388844,1.65344473459,70.3616241841,-4.76613081744,74.0459270232,0.0724587707299,75.3310413978,-0.542484913838,62.2947935496,-4.44240753873,47.0146592385,-5.29612488936,44.466460987
37800,00045,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2248.30814242,842108.913447,4610.44240552,3744438.73654,0.109702034884,0.00434755785908,3.0275158937,1942.71195485,27.3993897903,30.223740824,-81.2780920954,4007.65950292,106.477406582,1479.96486995,-9.51695168835,423.322592337,17.9609313202,235.297760505,3.02297376085,189.16302037,8.30756944753,147.177279062,3.8984737263,101.086653562,4.24509314198,50.9926257394,-3.73704578734,55.2817980317,-2.07572282156,37.9593823971,-2.19039060689,43.18794258,-4.58912592218,44.0330121211,-1.16741243878,45.6833957709
37840,00046,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2259.95015215,279158.203784,4888.60465116,1493251.13269,0.11433502907,0.00228570704119,0.00125243162574,2715.79483903,20.6315991977,18.1792330841,-125.648540278,3115.83239623,101.787138813,405.205748829,-17.5145074276,446.311697253,33.6722823813,317.076178355,-15.2471407703,154.824849838,23.6812787897,221.045335017,-8.63865918096,152.587496421,18.5347484004,99.7888050086,-14.0791009906,74.2948580785,19.9466282205,76.4666481057,-15.1525442995,74.0627403055,12.9791493488,70.0631482738,-14.3044513953,98.8092472075
37880,00047,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1710.72828758,419493.748072,3238.91925191,1215274.71799,0.0868921087694,0.00280759378778,-18.9377470213,7600.96595392,20.7194643439,35.730126635,-280.954557187,3970.76700701,120.793576536,581.961491286,-37.5672040731,709.462777672,28.761655056,268.697506624,-10.7768656081,164.189420524,-6.43117401254,174.48116585,-13.8374934734,117.817621694,-4.03907425963,103.270599606,-14.8539386194,103.625093038,4.77755894318,214.043648153,-20.1655344047,74.5173035323,-5.10817947796,68.0415913305,-6.78948069622,71.305560293
37920,00048,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2615.29716571,342694.999964,4982.02369867,1151796.61433,0.154276813832,0.00332967307632,1.5224695999,2228.01333402,22.4846086789,22.1466306157,-105.014136901,2460.07862375,80.2532898958,470.704861607,-41.12186645,520.100377719,54.0399383121,220.931562565,-8.38351178097,155.170867228,25.7468512686,152.751392994,-12.4776675673,100.136361424,28.719879259,80.4661896325,-15.0024425152,69.3757031976,15.6250777658,56.7302931289,-7.6147532946,56.5382934889,12.3993890929,64.4384781347,-7.37794228647,57.9139347964
37960,00049,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2396.95904699,566396.411458,4920.37864508,1758037.49933,0.135241793847,0.00543383058766,4.72136308789,1690.78949937,21.4875611069,28.2472286116,-45.1117708092,3622.42483452,98.6639407467,916.770190709,-24.6317496309,500.940419034,40.5150283194,173.353505273,-18.0951628143,151.7702526,26.0755343997,110.521395829,-12.6762273906,141.076784308,13.9891744776,71.099647853,-15.3761333705,62.0006797369,16.1723388566,61.7547196881,-14.3488593827,56.2408745008,8.12595402724,46.8275068174,-11.9243472865,61.6003752663
38000,00050,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2375.84068352,196252.970728,5006.91207531,915797.587158,0.12869049782,0.00130671200633,5.80686371074,1550.02585127,23.6299213693,24.6373291872,-45.8195096839,1329.41563284,101.77329188,328.017571401,-32.0408597661,294.548306537,34.252232953,156.774444788,-17.5728046238,116.323881176,32.3525613293,78.4316381295,-15.6433859312,100.159812644,22.0661751321,46.6698288004,-16.1076906473,53.2591716423,18.70881003,69.9989641187,-13.0691216751,47.3003883844,16.4971993782,39.6617351196,-9.90767013568,33.3457641545
38040,00051,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2652.19694534,206155.007037,5374.24515125,706490.947347,0.157812121487,0.00176681951021,2.15612860965,1764.14935349,18.2794624518,15.2850752677,-77.0824572935,1655.17073745,89.3246884376,318.697882245,-34.2099736448,288.741874463,38.6879564566,146.860725106,-22.2869540939,113.014718023,31.2803755796,73.6937901082,-16.3978111684,95.4634144582,22.357223144,45.8074681279,-16.0420116095,51.2300668073,19.2861232349,65.8345480966,-13.2354990986,46.687082159,16.7457590183,36.8412552573,-10.3977470367,31.7315843086
38080,00052,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2592.0698355,256055.873311,5062.45605469,948396.148347,0.169987736192,0.00265704911443,-1.60828702526,1818.21231855,15.9213060357,12.6640442693,-70.49238925,1643.60576073,90.4670778505,355.56886279,-48.1098769155,330.800097931,36.7064181574,203.802786695,-17.6350445315,163.067037821,21.6587193328,130.791723957,-30.1740297794,98.5241903977,24.0408675258,97.9828310448,-20.4479595141,85.9243317138,14.4928258681,77.2158788747,-18.5162839987,86.2998569773,9.14122144686,53.8954569414,-12.0392775207,59.4661914546
38120,00053,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3081.26913301,1230519.6698,6405.33504043,1782890.23777,0.15442519077,0.00990506436732,5.92453326046,2978.88489797,18.0879457871,21.6487647663,-108.480149902,11393.7808705,69.8663700569,1738.04426025,14.8471747602,1439.92021265,45.5635128526,284.289097758,-5.39288130306,236.000194656,41.7849363461,137.508236889,-13.5194374823,89.3660342248,32.5283316149,83.6820239621,-20.423680314,81.7223811546,23.4156041255,68.3404978002,-12.1092993002,52.5346046181,17.9864180937,45.4684466042,-9.04796716188,52.0622185926
38160,00054,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2566.78478119,826897.026076,5524.38499273,2141037.03627,0.114606801114,0.00558349347302,-6.09265103694,5255.85681129,20.7507304724,26.1902106215,-226.495988837,3847.04751226,78.2339354081,729.520760894,7.97083947875,628.081610014,53.9458381448,244.887240262,-1.17847185388,191.336003648,11.2765394799,181.540979024,-7.88470441363,178.250839631,24.3752095362,109.728366069,-14.942518766,116.959963244,18.5077598586,99.8313749118,-19.1408183732,93.2786785193,6.19949539069,66.9416762202,-10.0715785338,69.7034055114
38200,00055,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2107.96295494,245724.912997,4399.20835983,1112680.05772,0.110322038517,0.0017493353858,4.71387992955,2503.37813676,17.3992998896,12.6215424698,-103.115485734,2776.73151058,107.51613286,449.903415238,-33.5421589669,447.878365559,52.8358740589,137.726787806,-9.15008937669,98.4729251162,30.4069359174,85.2756389766,-9.34692289274,90.6122848598,23.0288488156,65.3194153934,-11.9000006942,86.220325693,18.1477947593,50.732067634,-7.54984808177,72.5273765293,9.39602615248,40.6263474876,-5.44666773307,49.6268028608
38240,00056,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1755.86899632,319162.367061,3817.77849064,1652577.70007,0.0769898407219,0.00141049520104,-1.23292759127,4428.4537571,17.0717380567,12.6531784287,-182.727858103,3130.80921115,124.168855253,576.503675212,-10.0709268457,301.039274543,41.5973798123,154.354880954,-7.42040042627,115.757383581,26.9645416224,115.519818853,-12.3681162689,95.7745163088,19.8479735514,85.4576162967,-16.0954588756,74.3068667147,16.2259025339,70.2877466173,-10.2717078272,54.4038674925,3.12433407034,81.5526976681,-9.00257718284,47.0316541711
38280,00057,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1938.53190004,129513.782056,4165.29768123,871152.780119,0.0924838753634,0.000566916380226,-2.53194050365,3319.1200629,18.9827042022,11.364255115,-143.183621129,2049.50285895,122.553397297,231.972322916,-23.9358863264,305.270194189,28.1475213362,184.409005243,-23.6903828033,150.382929243,23.0653994015,94.0265605957,-17.9033935007,104.918057811,18.76365844,60.5423275463,-18.6491917809,75.9467033857,18.3489466659,66.1473822263,-13.9131532832,45.0951665676,9.7287705678,49.3183660173,-12.2472914328,39.7237580282
38320,00058,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2218.04691049,391329.803084,4743.9566111,1363292.21447,0.110979136386,0.0036395555356,2.443345995,2507.39524304,23.8113522173,22.2265154359,-109.554275676,3071.98003865,104.1268656,550.691737347,-16.1706042751,445.639705301,45.4056258424,163.767184019,-10.1859007754,133.057659834,25.5587141133,161.244843198,-17.1318053629,93.3985997308,22.2848133923,73.3774603348,-16.8463977036,68.443858914,16.5344710743,110.5227172,-12.0999742461,81.6867651939,8.6855629365,82.1856119201,-8.84359698421,65.6888922286
38360,00059,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2279.23394117,583198.887132,4826.7509425,2338141.40513,0.110222868217,0.0047654925183,0.45092791337,2539.71891153,22.4548593821,24.5283939846,-109.034393227,4130.48480265,106.869627659,1025.26339629,-18.2531701454,433.685364996,23.4248164972,172.810925417,-17.7738830156,128.95435196,19.0029512543,166.524384261,-13.6229706446,138.620854336,18.6562870712,88.2713821117,-18.3745002002,94.7916731848,18.401178439,76.563252902,-9.70779534163,66.2593360519,11.8392603745,79.4087688775,-5.56534584637,73.5607271359
38400,00060,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1976.35807421,350182.908963,4254.20977925,1956717.87288,0.093113341812,0.00169234735663,3.14158933855,2963.19720783,22.1751610062,21.152279352,-120.962013134,3514.76689356,116.893118825,677.619451923,-22.7939954454,459.079907451,45.1545086336,141.782564678,-4.27578554046,119.825498622,30.2730777023,94.9966886424,-12.2554606569,84.9337728239,21.7593597918,62.9961151465,-16.5391568912,78.5806538915,16.2491772024,48.8912103356,-10.6583726276,68.5181583069,7.34718818734,43.8191495524,-9.35098464602,48.7423991274
38440,00061,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2552.00196144,481022.538538,5589.41860465,1933534.20605,0.115902071221,0.00254565206287,1.67454476974,2116.81750112,16.838034038,15.8311687593,-91.6683309543,5386.08520977,87.5427891176,519.415882818,-2.05673206011,612.328998912,34.2683321896,247.666627085,-18.1956665257,227.256572321,19.3617570471,250.319158865,-14.7529787051,139.882558105,17.0915041465,146.854659555,-15.345552329,85.2597480222,17.0609206451,121.700130449,-13.5885844427,147.967857188,11.8612220661,121.480613375,-9.80959818847,139.634003137
38480,00062,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2388.39886926,437332.06363,4919.39379315,1411090.3597,0.127819161822,0.00385173492725,2.52719823188,2386.97738756,17.0328781348,19.8481202936,-107.740439935,5120.74700028,81.9286176253,675.462700458,-30.6884645448,687.822423315,41.3303999904,315.339824169,-8.53839892081,203.526195287,31.3329779111,172.981314991,-8.88452073933,181.676612834,26.0385940902,100.245932887,-8.28528974105,114.802994443,17.9165696435,88.6915767068,-4.64619046565,79.6110660436,7.43383809353,45.8430948965,-4.34411599257,59.7254766559
38520,00063,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2583.20469185,441299.244762,5854.16850245,1552894.01421,0.0998417817345,0.00337576935551,11.0005201358,1224.54695766,22.0368789689,28.00760582,-51.7616837782,2851.59593648,70.3289024043,357.48892108,-3.96395070177,415.466882024,49.7459334067,185.883145262,1.594658784,120.215249632,35.6875619796,86.7683707968,-4.08968177837,117.773862757,24.8021354476,69.6676580887,-9.68455027617,92.1197027488,22.0456989313,63.6890070234,-6.11966579949,67.8519907472,17.1734220716,45.8151078439,-2.7520189252,74.3560255517
38560,00064,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2141.60422993,508287.223933,4945.34213754,2275794.48607,0.0647203548934,0.00133942848315,1.41892497424,4568.96634259,19.5157222668,19.6117201515,-189.204960983,7449.65117397,94.0579167039,516.355218397,7.98203921592,852.248245992,41.9001948398,297.55636569,-7.05341340473,183.564108554,31.8811261921,111.765889273,-12.5914109159,121.500173113,24.2302874866,71.780418298,-6.0531014993,109.7842375,24.5447181979,93.8393939087,-6.02213217387,148.868236032,16.7753948512,131.383568824,-2.00063384555,97.1176945318
38600,00065,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1888.32611412,315475.879687,4366.99201717,1666598.88082,0.0736649860707,0.00201902718493,8.40577873131,2613.68146094,15.7758001059,18.6326468788,-106.162430059,5129.83925466,105.540628304,481.174206651,-5.51487836673,864.002272127,50.0691859117,225.839736817,1.22044235869,130.79998939,37.0417985574,120.971707216,-9.62677303944,87.5206359724,24.0415146678,97.1953204843,-8.70015359503,64.2238987754,14.9744975677,65.8562326078,-2.52848389428,70.0843190222,9.80571759488,100.376395131,-0.885942500243,64.38251336
