,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
26146,00069,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1741.6186259,181881.820805,4110.28785883,774171.792053,0.0538309259932,0.000675211230276,0.173555359244,0.000615013006609,18.6377760968,8.39845766836,-111.54731006,1575.40881662,111.178665766,352.959770016,-10.7335281229,223.673164394,69.6776711133,108.186528751,-4.94204477762,98.1795908679,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26180,00070,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2742.6806507,488188.908524,5625.20712209,1327725.94559,0.142830592902,0.00388382610883,0.0489388294518,0.000755024142563,17.7688841881,29.0496008055,-197.229330516,3907.72295724,74.1290156813,873.875959584,-10.7202945906,735.701608093,54.7433230344,246.724557836,-7.59171824099,118.707205647,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26214,00071,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2808.15307308,258921.91398,5674.03240825,633882.935992,0.153786640019,0.0029927226725,0.115470163524,0.0019204284763,15.7744926047,12.7865102122,-78.6569300558,4100.66051639,80.8698167672,364.835235268,-24.6018259192,219.435313094,47.0018132904,135.192852534,-23.7575891207,101.162090158,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26248,00072,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2339.95522406,123938.597494,4708.36840253,338279.330756,0.116766593992,0.00153611416757,0.194350585341,0.000767051242292,20.3826704536,11.0134105829,-35.2199131951,373.550271224,93.968111163,237.469055909,-35.182645866,129.597196235,62.7942780548,100.315058987,-11.7325391444,50.0803160855,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26282,00073,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2641.09579725,290829.469447,5564.14630269,1227340.69868,0.121353031129,0.00183503521684,0.293487280607,0.00221051648259,20.95423153,26.21254102,2.71788017753,1021.26625212,77.1153613023,422.334652457,-17.6048557424,270.589866797,58.0218747954,206.266750539,0.683703203634,144.81653651,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26316,00074,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2720.31005604,366842.637406,5491.15041334,829852.091043,0.134705441497,0.00333359729455,0.0408560782671,7.87948811194e-05,19.1863233238,23.1957679886,-201.13056539,1524.20386534,76.9246862452,503.12882608,-14.8643710149,255.504685304,68.7697735187,283.069365958,-12.9694803333,105.195564329,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26350,00075,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2068.29587278,390202.643948,4437.76781659,1840618.75896,0.0888603742733,0.00154996505058,0.245143145323,0.00658973446116,19.5027695579,22.5196265926,-40.4233088165,3291.78746415,105.290521591,600.628896005,-14.1377754484,476.321368045,54.8689067311,156.185292003,-1.15873567694,120.360332965,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26384,00076,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2792.45644884,189777.606198,5322.02296057,730713.204822,0.162424675993,0.00288199326817,0.0970535427332,0.0014540841803,23.470606616,24.9303659001,-100.85133916,1564.31145037,76.1405309321,262.008954458,-29.5369473868,495.097735477,69.7054595118,56.1673881761,-17.3336952677,100.843194345,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26418,00077,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2741.7373521,123168.826838,5410.91001999,407568.769604,0.159946554021,0.00120852752815,0.149174004793,0.00062779604923,17.4753532904,19.4288270638,-41.9838858283,529.467687763,86.9619253119,198.983416391,-27.4664489953,231.397248675,62.5640642952,141.504297302,-27.0208250951,109.695729512,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26452,00078,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2816.1692879,364093.847631,5899.51342206,1239650.60025,0.131914289608,0.00215110737847,0.269340723753,0.00173404498491,20.2709930586,22.700133915,-1.62385499465,1262.46699226,73.4018527967,422.906028212,-15.8646380418,295.31629079,55.7692802818,214.611869048,-1.93505025472,100.704790905,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26486,00079,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2710.05061953,250395.727982,5321.55557322,788756.460873,0.143795800024,0.00196357520983,0.127350956202,0.00176405196544,24.4853599546,23.4056985636,-75.0417042543,1564.78896459,79.1589933721,416.607642763,-40.9194095555,268.732327161,54.6838851514,88.7141200026,-9.6699385828,107.499159896,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26520,00080,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2849.06313394,310161.71422,5931.9718046,633521.787341,0.144119806807,0.00286636150254,0.139876946807,0.00304211862385,24.1619899564,19.9287753125,-73.5509410914,2185.19193804,74.602152392,349.394588223,-16.431281068,236.712810401,55.6763597253,126.38681821,-7.74614105835,89.2295208059,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26554,00081,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2138.10756791,97014.6155725,4200.28496321,533132.884722,0.121973034763,0.000775413697861,0.19072778523,0.00108435889706,24.6541415099,22.9699823589,-19.0929913351,886.812328467,118.85774679,240.139233737,-52.2263512091,134.385139787,42.7149514073,47.2625557415,-21.592582319,59.8795039302,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26588,00082,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2378.08875988,94134.3573027,4748.7890625,286990.086163,0.141207909399,0.000983467314666,0.131652787328,0.00149442639668,17.8503712113,16.6161997838,-57.6782608792,775.585696809,101.441117785,209.841704193,-41.436494364,178.401404669,55.1419128695,109.137954562,-23.3350596758,64.3438711534,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26622,00083,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2339.89986048,296010.155447,4714.0438204,1094529.87001,0.122775481468,0.00200359959591,0.208692774177,0.00106621882878,26.6262998909,23.4947528899,-29.3637421411,997.204012815,101.947530065,659.875960183,-29.1523563911,218.639292209,69.7464469332,123.567035453,-16.2044245321,61.3863882625,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26656,00084,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2523.62516182,236359.163042,5091.8013036,1024901.93934,0.13860185017,0.0021178908069,0.22997482121,0.00422274926677,20.9721210644,27.574676701,0.36295655748,1929.70077406,94.0933064468,406.055222862,-32.3426759748,268.855401864,45.458160307,171.056546777,-15.1923547867,139.059821927,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26690,00085,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2647.06237074,184782.165133,5305.40567088,541892.275595,0.15772506359,0.0015588916429,0.151984259486,0.00216258782893,23.8098596744,26.9820481166,-46.6609477576,1523.87361148,86.8213215159,401.934846558,-34.754111138,232.998083621,49.9302245321,137.127187751,-18.1964488805,81.6033215239,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26724,00086,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2628.15634192,214958.962615,5187.0231309,710933.83515,0.158950308866,0.00214692628124,0.0883471518755,0.000340135331498,17.3264430675,11.4126459992,-96.2561071146,1246.40472784,90.9971398712,295.196526063,-32.2611427031,319.249992314,54.3291023422,125.837080825,-23.0549213019,126.979165638,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26758,00087,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3338.86210353,172334.998669,6670.54397938,356478.448415,0.186803915334,0.00186875981985,0.267154216766,0.00115684978664,20.0917860602,25.386336004,22.789670288,745.254746592,60.7732157448,262.238270519,-6.39916421812,265.317008759,53.2103178251,234.896159929,-13.2063039565,161.123753737,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26792,00088,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1988.76818883,338483.855536,4149.56508903,1333903.7518,0.0924255844234,0.00212545622255,0.133141577244,0.00334628229029,18.9529400888,15.1548782995,-129.848858251,4853.29713191,103.993314172,752.357880856,-26.9487805471,687.980848668,68.2890885006,150.800631936,2.4576383899,283.509532428,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26826,00089,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1444.46461882,147902.588565,3287.41903616,495162.030496,0.0466187469719,0.000699808746567,0.265958428383,0.00418519647792,24.1884034445,30.9949965819,-90.6021936914,2111.36300376,128.036331503,209.353627433,-34.8032854771,160.811086562,73.7730181709,95.1053909714,4.30019819914,106.969024739,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26860,00090,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2141.74323174,226244.763812,4681.74401572,807807.052159,0.0846804596657,0.0017871641107,0.146649330854,0.000371905363863,26.1818500056,19.5221448719,-93.3987236327,902.859284881,100.668861193,376.25100409,-23.4156481002,225.076661222,52.5062837895,112.651697999,-7.76510564847,47.1662482652,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26894,00091,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2323.66758461,216840.017304,5018.61345158,576775.667054,0.119994170906,0.00213737619388,0.115982979536,0.00105010147672,20.1169929483,15.8210869013,-96.6427982304,1749.23427244,101.740082452,370.536509646,-16.8673769632,273.829849904,47.3383874868,115.003217399,-27.0682116438,102.178827254,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26928,00092,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2090.53728096,171674.566144,4393.01547738,708262.445425,0.0933283369671,0.00109237404528,0.166473582387,0.00142349337693,27.0848499277,24.7568615172,-67.83149784,779.28826846,108.939443508,335.010117572,-33.8681372265,263.857319568,50.5061437593,192.135137584,-21.3782713478,103.664279627,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26962,00093,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2643.70838477,85573.3970724,5175.33844704,126433.589981,0.141424040092,0.00157645626356,0.0922030955553,0.000419045594754,17.79548728,16.0289574571,-104.954563205,464.922859275,80.7524627688,144.499280649,-28.5672055227,97.9465557214,66.8196951479,68.2130508999,-20.7169916926,78.9457925382,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
26996,00094,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2708.40989625,442134.628603,5293.66256359,982278.74751,0.160967402495,0.00333085521469,0.09053170681,0.000616831297521,19.2618075226,20.2116453641,-104.647900449,2875.37895949,87.6757059579,795.677216449,-33.2176686383,365.103236475,48.4098426915,415.963110007,-28.9237611743,163.44395347,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27030,00095,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2442.893699,252908.859476,5188.14986828,829086.844028,0.120767472141,0.0023587056827,0.18590632081,0.00374647462741,26.3872641987,30.889673457,-35.1168988069,1234.59757916,94.2463421774,311.658040925,-24.3115413683,194.548480503,43.2529087111,119.107972115,-16.3920764844,100.108873451,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27064,00096,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2494.73929572,441835.712552,5106.59077489,1249365.05807,0.128302143895,0.0035587409511,0.188371598721,0.00315813929774,24.0751182421,25.7630745662,-51.5216058813,2996.20004264,86.1189229375,733.827376915,-20.2811045858,664.025879174,59.041446394,447.909274333,-10.8992669004,184.702978299,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27098,00097,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1982.33517948,334817.718715,4238.98630541,1225086.40814,0.0861002604167,0.0019864508656,0.186343491077,0.00269829900935,25.0056749043,21.3122624299,-82.1955283035,5140.13384989,98.2993682167,301.013126747,-16.524310427,760.910901641,68.4713554368,139.796808469,1.46305968222,88.4746261117,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27132,00098,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2241.32750931,392881.518058,4489.08861737,1580039.21129,0.115846808382,0.00367130468087,0.139189228415,0.00449583446607,24.3193857972,26.9478038479,-95.2556385881,6473.2254224,92.0643641461,433.226225084,-28.0917532423,993.118391485,52.81388063,93.9610061446,-3.00613459354,137.036221097,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27166,00099,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2376.08958809,317618.666803,4899.03740461,961152.437697,0.108027873668,0.00320732353685,0.169941425323,0.00376169709489,24.5543282202,27.363296544,-66.6442191161,2118.40597788,88.333978342,423.948245517,-27.5281813729,411.356274648,53.1567628794,193.031824572,-9.21628957951,165.049180209,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27200,00000,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3421.99399316,1082678.3267,7954.432004,2706925.91732,0.126720718266,0.00946640778975,0.18596470356,0.00754779065028,20.8441026312,28.6796901051,-94.6681236104,4167.05525521,55.6503697535,620.594107662,29.2795440767,326.224232049,27.0712528473,294.455011063,20.1042880701,140.311357592,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27234,00001,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3703.51055373,1406123.83201,8071.36230469,2678492.44059,0.149550327035,0.00983169569246,0.262048244476,0.0148928752169,17.7451159827,26.5515623073,-59.2644901161,5435.80931143,45.2125588505,1443.49732946,36.784061425,896.343149651,15.6554524251,495.252486552,15.6069733434,333.888014305,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27268,00002,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3212.68979934,1007921.53876,7423.96404887,2458771.22553,0.118717447917,0.00577885440462,0.215540006757,0.00658939732239,22.3389092044,25.6976842272,-59.6994664903,2907.20734601,63.0001250843,597.54012012,31.139657511,182.336011847,16.934589463,156.472194774,8.92163945167,102.942570431,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27302,00003,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1837.34767891,789212.913935,3671.28593977,3157873.6497,0.0852698037791,0.0020974632072,0.129431501031,0.00181438098662,24.4504441693,23.6032271874,-125.903533535,2750.39688572,126.61557947,1231.25900534,-23.1985360513,507.834157753,36.1984685796,368.818363412,20.9787302047,142.328448971,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27336,00004,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2752.93673197,719551.456528,5984.71145985,2706281.32935,0.123707000969,0.00511072148097,0.211516022682,0.00255189859308,24.9318401399,23.4615533454,-20.8451851953,1276.16276042,83.2451061854,498.544988537,5.03954422908,380.910761653,16.3801237777,172.656061851,9.42268736458,103.903496463,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27370,00005,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2289.72523678,551593.153353,4746.10158521,2643938.13739,0.106771968871,0.00245820046574,0.139450952411,0.00595292448997,24.1730072168,23.6323768812,-113.751434767,19931.2246468,90.0384806312,457.356517048,-5.52317346189,833.667445986,25.614669321,196.541179665,2.58777166352,101.637441104,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27404,00006,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2124.89644797,726573.390796,4978.02586755,3622438.48278,0.0676208969234,0.00271437635746,0.0939901694655,0.00146088167094,23.4512350009,26.4803549995,-169.187287098,4911.00791065,94.6584450433,579.417273074,24.546535068,352.838940389,27.4515326776,180.110182644,11.6344446469,62.0421432933,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27438,00007,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1969.71949743,887383.139601,4129.91812773,5244480.18597,0.0823904584545,0.00238595727057,0.0841357633471,0.00237795943394,19.1968277007,24.9315711541,-224.566956167,3673.54256489,107.237652534,2009.88584084,-1.53064482697,691.371334106,13.8233112777,670.71838317,8.12868741717,182.172884935,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27472,00008,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2885.37426959,976966.177611,6431.2416538,2918925.88258,0.121279221172,0.00793169743811,0.195188045502,0.00187816622201,21.676502198,23.8552620409,-52.5707351791,2226.05131031,74.0390437302,603.968393052,12.7763007168,646.202611674,24.4814743163,161.326819641,21.1010851721,119.413618277,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27506,00009,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3280.27979253,525534.302574,6953.03790425,1442763.01074,0.172753149225,0.00430680607583,0.159640565515,0.00329530262388,21.4962240411,23.0713248897,-35.3464412434,2824.16976044,61.2177078586,351.336105112,14.0923643509,433.98581994,28.6861223373,257.156749486,4.32554881152,157.973746542,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27540,00010,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1903.3005515,759729.745737,4197.05498274,4024956.68394,0.0662926962209,0.00223258377647,0.183966219425,0.00319118774496,24.4150493773,25.9072571472,-110.968272809,4657.83048702,102.995831294,1110.30111782,10.9102848059,263.370115392,34.3078378925,256.273072324,22.3334400445,124.408857973,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27574,00011,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2201.20577749,561563.230864,4628.69555096,3157613.9784,0.0871317072432,0.00285893460606,0.0557871833444,0.00124244927429,19.8031864976,22.2603383457,-240.616075307,2776.75612998,97.108890462,985.639084,0.43229768871,432.799788113,-0.264617960869,352.244937984,-10.4882692178,200.099394184,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27608,00012,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2680.24448694,580429.02434,5535.29347974,2751551.75013,0.125947795543,0.00336902927474,0.163942471147,0.00262598530389,22.2288169129,22.1014877506,-50.9564467902,2225.72040883,80.1889526238,661.249224297,-9.30973078751,416.506261973,20.2925226798,155.752802442,12.1264660553,156.320541194,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27642,00013,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2149.15912182,994122.261709,5221.00886855,6738639.68344,0.0516389595446,0.00158842581538,0.17322178185,0.00272530526854,24.7598191972,24.9329255881,-161.712229477,5100.4843368,85.5820280306,864.002710796,53.2995746625,472.416641512,32.2285565344,289.058221728,27.2311277667,81.0927711673,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27676,00014,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1996.54988569,278701.421029,4134.50853924,1752603.90412,0.0880000151405,0.00129024820827,0.0779908746481,0.000271751952823,15.9996043048,11.6914226082,-135.377757509,1516.80192642,107.889931822,391.103961713,-13.4965300446,465.379194473,18.9845296617,280.54791393,8.78671616467,165.558391686,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27710,00015,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3206.16517359,843205.497753,7018.84771303,2440651.77092,0.141287775557,0.00695240077215,0.196605667472,0.00619922345504,23.41876081,23.0321384614,-45.7170597477,4356.25709585,65.3047438725,578.783234389,12.9625684116,453.780513564,14.5150265847,262.288865928,7.03002008744,113.443207915,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27744,00016,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3492.85410424,910870.4641,7504.09594159,2378272.59391,0.153551205184,0.00737280061086,0.146734938025,0.0104601532221,20.5980218297,36.6828694627,-96.965494341,6514.94832702,51.7157535257,613.973787978,18.7389410916,428.380142632,20.4580337005,295.595093337,5.61579031909,156.997886404,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27778,00017,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2790.11774998,373337.150975,6114.29460392,1836903.57965,0.126262339511,0.00251128971487,0.143225416541,0.00106605014298,17.3790211515,19.5088796825,-53.1181389246,917.366196718,78.2634994597,414.25391008,2.27715497292,831.250158865,18.8442125022,217.267997338,3.83888668772,163.823638575,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27812,00018,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3433.65747708,840887.815232,7931.98071857,1556616.1813,0.127714692345,0.0055719763556,0.207216918468,0.0037317906972,22.2816512106,26.59646402,-48.9937901825,2198.27406654,62.6787100847,460.165607842,34.2334605877,456.474824701,12.2814265864,276.061110161,16.5464176432,106.342151085,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27846,00019,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3131.48449792,1201746.21994,6552.93763626,3408065.39866,0.156066042878,0.0116141716459,0.210631877184,0.00581910088658,20.290508583,35.4479700107,-25.1755732158,3884.40027215,70.8166602631,827.74322909,2.97093020573,464.24107221,7.56977564532,298.292575687,1.45813218625,199.11718827,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27880,00020,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3488.19569227,668198.685327,7444.69601653,1700878.8079,0.179827928173,0.00672613193851,0.248463630676,0.00743863498792,19.8509062465,34.4938990415,13.6400318772,3278.13556977,58.1526266609,395.066197131,-2.25308007533,311.511297398,5.0097799792,190.858323854,8.11130470441,125.936626483,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27914,00021,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3501.91969638,818984.698683,7197.90714707,2459646.25006,0.186995821221,0.00787061252013,0.193333894014,0.0104300901294,17.9325480793,31.2236370751,-23.3814854715,6930.60449017,53.7800369598,836.052853673,-0.67372324909,358.425022694,14.7567813611,151.245975376,4.84182134787,142.383865807,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
27948,00022,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3205.20139469,838487.156296,7018.4721339,2460622.78393,0.141296859859,0.00695666502706,0.196352824569,0.00623429939151,23.4457518259,23.2226860461,-45.7759202313,4337.38608511,65.307254876,577.508025627,12.9407831953,453.51872881,14.5101601041,262.476512442,7.06036738351,113.14027243,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
